"countries","artist","artist_genres","tracks.track.name","artist_id","tracks.track.id","tracks.track.popularity","danceability","energy","key","loudness","speechiness","acousticness","liveness","valence","tempo"
"india","Vu.","indie","Bu<U+1EDB>c Qua Mua Cô Ðon","57g2v7gJZepcwsuwssIfZs","7wkX67ruxr3x2GFz6vyIX9",57,0.48,0.353,1,-8.391,0.0319,0.689,0.156,0.319,135.824
"india","Chillies","indie","C<U+1EE9> Chill Thôi","2xvW7dgL1640K8exTcRMS4","014DA3BdnmD3kI5pBogH7c",58,0.781,0.608,8,-8.452,0.0408,0.217,0.158,0.609,101.017
"india","Hoang Thuy Linh","pop","See Tinh","0r63ReVRjxrS4ATbLrdcrL","3bZGGKrMQLDGg18y2QqKFF",66,0.846,0.755,0,-5.013,0.0378,0.497,0.0696,0.854,97.009
"india","Thi<U+1EC1>u B<U+1EA3>o Trâm","pop","Sau Lung Anh Có Ai Kia","6RUfMGubOnHT1p3nfeXpBl","0IojBwrFi0lwPW1eE3BNdU",58,0.436,0.377,0,-9.437,0.0302,0.646,0.103,0.351,163.651
"india","Low G","hip hop","An Th<U+1EA7>n","6TITnFVRcl0AcZ4syE7Toe","5T6j0rfpCDBzAxC8Fpd0N7",57,0.758,0.773,6,-7.266,0.214,0.631,0.114,0.907,169.996
"india","Wren Evans","hip hop","Thích Em Hoi Nhi<U+1EC1>u","5M3ffmRiOX9Q8Y4jNeR5wu","45Mswno1F7FoZkcmQkp7fi",58,0.92,0.41,11,-9.497,0.455,0.372,0.126,0.861,143.034
"india","W/N","indie","3 1 0 7 (feat. Duongg & Nâu)","6NF9Oa4ThQWCj6mogFSrVD","5uyNAX6MazVAjBjVeOsTvp",56,0.794,0.464,11,-7.654,0.0589,0.847,0.181,0.479,123.942
"india","Th<U+1ECB>nh Suy","pop","Chuy<U+1EC7>n R<U+1EB1>ng","2xK6qcvfXuFFbU0NL95aeo","7oBUoEbCDF748UkHnLusUB",57,0.811,0.276,7,-14.892,0.042,0.785,0.128,0.704,95.021
"india","Táo","hip hop","Blue Tequila","23xCr75lKvnFvKi8ImHE7S","4Ba99csVDlRFQILO5cSi7I",54,0.34,0.255,11,-13.713,0.0611,0.882,0.161,0.46,67.905
"india","W/N","indie","3107 3","6NF9Oa4ThQWCj6mogFSrVD","1EmMFSLRVkOszCa4ul9z0F",57,0.663,0.344,0,-14.025,0.0495,0.922,0.0916,0.469,135.904
"india","Hoang Dung","pop","Nang Tho","6OzE2OdvV2tGAxSBsBuZ74","1w3eUC89GPspKpi62tPwjt",57,0.518,0.403,0,-8.311,0.0326,0.818,0.146,0.194,122.967
"india","Pink Sweat$","soul","At My Worst","1W7FNibLa0O0b572tB2w7t","2MJz8BxxMsERULatmBikDH",75,0.813,0.415,0,-5.926,0.0349,0.777,0.131,0.667,91.921
"india","Hayd","alt z","Head In The Clouds","1adGvsK8A0XG2D18ufk7fZ","3CeKc83EsgRPItgvlDHo5B",67,0.778,0.134,4,-17.927,0.0506,0.967,0.0936,0.287,116.078
"india","Da LAB","indie","Gác L<U+1EA1>i Âu Lo (feat. Miu Le)","6zUWZmyi5MLOEynQ5wCI5f","1mKDbug8bbfDmLe7I4CJpe",56,0.745,0.527,6,-8.09,0.0786,0.571,0.11,0.385,95.034
"india","Harry Styles","pop","As It Was","6KImCVD70vtIoJWnq6nGn3","4Dvkj6JhhA12EX05fT7y2e",91,0.52,0.731,6,-5.338,0.0557,0.342,0.311,0.662,173.93
"india","Emcee L (Da LAB)","pop","Sinh Ra Ða La Th<U+1EE9> Ð<U+1ED1>i L<U+1EAD>p Nhau (feat. Badbies)","4bPYvyUn1mWwUwIW57oST2","5BTzf3doGTigDIYUFtbkI9",57,0.494,0.395,6,-8.653,0.0301,0.887,0.058,0.179,141.464
"india","Coldplay","permanent wave","My Universe","4gzpq5DPGxSnKTe4SA8HAU","46HNZY1i7O6jwTA7Slo2PI",82,0.573,0.711,1,-6.268,0.0406,0.0114,0.328,0.47,105.006
"india","MIN","pop","Ca Phe","0IdAjS2LRieBR3gzoazdAw","5cvW3PYJeQjRTnj9vHP5Va",58,0.81,0.822,5,-4.498,0.0449,0.266,0.0941,0.664,114.004
"india","JustaTee","pop","2AM","3rjcQ5VIWCN4q7UFetzdeO","3DLtPObflLQBodZN8qGODT",52,0.704,0.573,0,-7.032,0.0518,0.737,0.068,0.759,127.995
"india","The Kid LAROI","hip hop","STAY (with Justin Bieber)","2tIP7SsRs7vjIcLrU85W8J","5PjdY0CKGZdEuoNab3yDmX",87,0.591,0.764,1,-5.484,0.0483,0.0383,0.103,0.478,169.928
"india","Charlie Puth","pop","Cheating on You","6VuMaDnrHyPL1p4EHjYLi7","0ClPIeT6MSgfSgQ9ZrJbAq",76,0.749,0.535,4,-6.785,0.0336,0.0131,0.0982,0.601,123.042
"india","buitruonglinh","indie","Du Cho Mai V<U+1EC1> Sau","7Cp2hGcriAaDUAWpXnSEwm","4Iz5EWPCAT8jYNk4IpLoll",55,0.632,0.579,11,-8.352,0.0602,0.187,0.101,0.503,155.984
"india","Lou Hoang","pop","Yeu M<U+1ED9>t Ngu<U+1EDD>i Có L<U+1EBD>","75Ki5hBCOpDtKGoFyTvLxP","2o4dDfLK6NVI7TjBm5VoMv",56,0.784,0.538,2,-8.077,0.0504,0.569,0.146,0.692,127.923
"india","kis","other","Tinh Ca Tinh Ta","6mshB4wc19nPYxpdbtWkz9","4I2ne5vm5LJmrXAfqgjAG4",56,0.797,0.43,0,-13.577,0.0472,0.737,0.0881,0.689,130.018
"india","Charlie Puth","pop","That's Hilarious","6VuMaDnrHyPL1p4EHjYLi7","1jIMjbzcGCcCQn5iMu9CUc",80,0.714,0.442,6,-5.909,0.0605,0.742,0.114,0.546,108.039
"india","aespa","pop","Illusion","6YVMFz59CuY7ngCxTxjpxE","5uFqjHOo3Sh0bVPCKf3DdH",67,0.75,0.718,2,-2.817,0.0468,0.0814,0.322,0.592,90.027
"india","V","j-division","Christmas Tree","3JsHnjpbhX4SnySpvpa9DK","186NCtNk1tUYS7c2DxgJ7O",79,0.437,0.384,5,-8.384,0.042,0.699,0.121,0.181,139.009
"india","Lynk Lee","pop","Bu<U+1ED3>n Thi C<U+1EE9> Khóc Ði","7H9jPV9qWyp6V629038aXU","6iXGivPFpsqKmrINhIbPvx",58,0.704,0.542,2,-4.663,0.0307,0.476,0.141,0.386,97.006
"india","Jung Kook","other","Stay Alive (Prod. SUGA of BTS)","6HaGTQPmzraVmaVxvz6EUc","7CAdT0HdiQNlt1C7xk2hep",81,0.512,0.76,2,-5.889,0.0682,0.299,0.103,0.495,130.096
"india","Troye Sivan","pop","Angel Baby","3WGpXCj9YhhfX11TToZcXP","2m6Ko3CY1qXNNja8AlugNc",82,0.559,0.559,11,-6.425,0.0358,0.0145,0.138,0.338,72.498
"india","anees","other","sun and moon","2HPqVfdPh9JkBSlFG5hK6h","769Ld8demNhMgVLAQcjTDn",81,0.815,0.442,6,-7.462,0.107,0.457,0.101,0.706,90.019
"india","Ace Banzuelo","opm","Muli","3f0X043zSojego7Qn4Yi6U","1oYQtNQUxSODedcc5hPmp9",71,0.482,0.881,11,-3.62,0.0533,0.0128,0.103,0.281,144.02
"india","Arthur Nery","opm","Isa lang","7uDdl5V5AETSFY7K3muu22","0HAG6nIiEKd75yGpovuSJQ",76,0.429,0.464,6,-8.445,0.0719,0.783,0.0846,0.375,121.17
"india","Arthur Nery","opm","Pagsamo","7uDdl5V5AETSFY7K3muu22","0WZqHCoOBXqgCCIsUZLC2a",76,0.644,0.315,6,-9.382,0.0339,0.706,0.0962,0.356,60.001
"india","Stephen Sanchez","gen z singer-songwriter","Until I Found You","5XKFrudbV4IiuE5WuTPRmT","0T5iIrXA4p5GsubkhuBIKV",87,0.539,0.508,10,-6.05,0.0288,0.727,0.174,0.227,101.358
"india","Adie","opm","Paraluman","1DlYnIiliftt6R21Y5NOW2","2jbf9EytR7fzpSrPWAYCf9",76,0.519,0.246,5,-13.85,0.0396,0.774,0.0946,0.108,90.121
"india","Harry Styles","pop","As It Was","6KImCVD70vtIoJWnq6nGn3","4Dvkj6JhhA12EX05fT7y2e",91,0.52,0.731,6,-5.338,0.0557,0.342,0.311,0.662,173.93
"vietnam","NOBITA","opm","Ikaw Lang","5GVk1KCKa1tdHRev4bMw7V","16iRlyUMJVPqz62DlomMre",76,0.513,0.38,11,-11.091,0.0336,0.12,0.0924,0.323,120.952
"vietnam","Lo ki","rap","Kagome","1dFRlDO2Z2gjAARxHlovAS","2BDrpeAnTxCurLt38yDSrE",73,0.572,0.513,7,-6.481,0.0487,0.141,0.0891,0.207,105.006
"vietnam","Zack Tabudlo","opm","Pano","67IN4cLJ7798gUapyZlmac","08MFgEQeVLF37EyZ7jcwLc",76,0.375,0.457,3,-7.018,0.0315,0.868,0.191,0.415,174.839
"vietnam","Ricky Montgomery","indie","Line Without a Hook","0ZUvK7zGdXLd78mQr3t1Tw","5NvOZCjZaGGGL597exlQWv",82,0.432,0.652,8,-4.969,0.0285,0.262,0.258,0.507,190.028
"vietnam","Justin Bieber","pop","Ghost","1uNFoZAHBGtllmzznpCI3s","6I3mqTwhRpn34SLVafSH7G",89,0.601,0.741,2,-5.569,0.0478,0.185,0.415,0.441,153.96
"vietnam","Zack Tabudlo","opm","Asan Ka Na Ba","67IN4cLJ7798gUapyZlmac","5MYPzdIWgx3pMLRGlq2fVq",74,0.676,0.768,5,-5.695,0.0294,0.149,0.345,0.493,105.999
"vietnam","Zack Tabudlo","opm","Habang Buhay","67IN4cLJ7798gUapyZlmac","63bmIgH9sS6sX5Sc7MetGq",70,0.62,0.668,9,-5.719,0.0305,0.088,0.362,0.183,118.013
"vietnam","Adie","opm","Tahanan","1DlYnIiliftt6R21Y5NOW2","5CUQnKjA6nlteCnxMKsjIu",74,0.394,0.366,3,-10.855,0.031,0.799,0.315,0.3,109.862
"vietnam","Denise Julia","other","NVMD","3L1qgTsUqavkiygkIKfWJD","7ArVzlFsFsQXNseVXmdOyk",73,0.758,0.674,6,-4.533,0.108,0.0903,0.0902,0.424,97.977
"vietnam","Lizzo","pop","About Damn Time","56oDRnqbIiwx4mymNEv7dS","1PckUlxKqWQs3RlWXVBLw3",93,0.836,0.743,10,-6.305,0.0656,0.0995,0.335,0.722,108.966
"vietnam","Jessi","pop","ZOOM","64k5e9kV9MdukXjFrR5R37","4IaxDf2FixiQXq0mW7key9",84,0.874,0.6,6,-6.064,0.158,0.00942,0.126,0.457,100.012
"vietnam","Moira Dela Torre","opm","Paubaya","0rZRTXEmmPmx6gt92tBqIc","1NUw61RX4Wtmxw7CLiP4kP",57,0.373,0.245,5,-12.45,0.0354,0.766,0.0768,0.174,127.067
"vietnam","NIKI","other","Every Summertime","2kxP07DLgs4xlWz8YHlvfh","68HocO7fx9z0MgDU0ZPHro",82,0.628,0.676,6,-4.227,0.0424,0.393,0.0978,0.723,78.996
"vietnam","NOBITA","opm","Unang Sayaw","5GVk1KCKa1tdHRev4bMw7V","4iRRAvxPPWXQp3mV1rAbPF",73,0.5,0.397,9,-11.653,0.0557,0.412,0.126,0.375,180.045
"vietnam","mrld","opm","Ligaya","31fsDbpNPKe346urriO4ma","4IeuTj1pEHuL9vJSiEqEfR",72,0.458,0.533,0,-5.249,0.0381,0.447,0.114,0.343,149.832
"vietnam","Zack Tabudlo","opm","Binibini","67IN4cLJ7798gUapyZlmac","55RMhrPQYA6vLu5YMgXxFD",67,0.642,0.374,5,-10.606,0.032,0.423,0.435,0.0979,129.863
"vietnam","Ben&Ben","opm","Paninindigan Kita","4DAcJXcjX0zlQAZAPAx4Zb","5d9Rka4T0szdC1MobhtXrV",70,0.624,0.596,4,-9.288,0.0308,0.107,0.357,0.75,113.204
"vietnam","Sam Concepcion","opm","Diwata (Miss Universe Philippines 2021)","2P3aLwJ41aRYkyFFw2FRM7","152sJgmftB46Q6IsDTUDLN",73,0.886,0.612,11,-8.848,0.13,0.192,0.0687,0.706,106.971
"vietnam","Arthur Miguel","opm","Ang Wakas (feat. Trisha Macapagal)","2Ev7vtPI38BE2kQvwmH4ce","5yu0lVVW68f5VIzdjIJVQ6",63,0.62,0.419,7,-6.334,0.0262,0.571,0.0883,0.205,134.93
"vietnam","The Kid LAROI","hip hop","STAY (with Justin Bieber)","2tIP7SsRs7vjIcLrU85W8J","5PjdY0CKGZdEuoNab3yDmX",87,0.591,0.764,1,-5.484,0.0483,0.0383,0.103,0.478,169.928
"vietnam","Zack Tabudlo","opm","Nangangamba","67IN4cLJ7798gUapyZlmac","1dcNEEtODRVZEevQ20Cgmy",72,0.62,0.547,1,-6.772,0.0248,0.112,0.19,0.208,98.032
"vietnam","Ben&Ben","opm","Sa Susunod na Habang Buhay","4DAcJXcjX0zlQAZAPAx4Zb","3PgjBOoA5OytNGkglObpOd",70,0.311,0.342,2,-8.889,0.032,0.432,0.114,0.274,177.158
"vietnam","Adele","soul","Easy On Me","4dpARuHxo51G3z768sgnrY","46IZ0fSY2mpAiktS3KOqds",83,0.604,0.366,5,-7.519,0.0282,0.578,0.133,0.13,141.981
"vietnam","Troye Sivan","pop","Strawberries & Cigarettes","3WGpXCj9YhhfX11TToZcXP","3afkJSKX0EAMsJXTZnDXXJ",82,0.578,0.537,9,-8.676,0.0832,0.162,0.076,0.25,83.909
"vietnam","Arthur Nery","opm","Higa","7uDdl5V5AETSFY7K3muu22","7gfrASeOt73YWvpIv1fU8E",70,0.656,0.336,9,-10.538,0.0434,0.453,0.106,0.182,125.058
"vietnam","Because","opm","BMW","0n4a5imdLBN24fIrBWoqrv","7C9Knp9FzLY6RwgktmW9Ge",71,0.758,0.39,1,-9.799,0.0485,0.567,0.099,0.238,117.048
"vietnam","Al James","opm","PSG","2G7VQ1kVhVfNagytlousgm","0xaKCWpX4CBSqwh7CQa4EG",71,0.789,0.426,2,-13.166,0.0824,0.207,0.105,0.529,119.984
"vietnam","dhruv","other","double take","70NcAr4ZtA3FAqU16iQZSb","0QzuaeCEEOV40Pn7IvKEny",80,0.656,0.436,8,-11.141,0.0744,0.845,0.221,0.196,109.239
"vietnam","Arthur Nery","opm","Happy w u","7uDdl5V5AETSFY7K3muu22","0EA8jl8Wje9ALRKC8Qlzyt",71,0.596,0.182,6,-16.004,0.0378,0.903,0.0909,0.268,111.734
"vietnam","Jack Harlow","hip hop","First Class","2LIk90788K0zvyj2JJVwkJ","0wHFktze2PHC5jDt3B17DC",84,0.902,0.582,5,-5.902,0.109,0.111,0.111,0.332,107.005
"vietnam","Pamungkas","pop","To the Bone","7d86ERlvO5UG44j7Va0Y0C","3pCt2wRdBDa2kCisIdHWgF",78,0.668,0.727,7,-6.55,0.027,0.514,0.1,0.939,139.991
"vietnam","Zack Tabudlo","opm","Give Me Your Forever","67IN4cLJ7798gUapyZlmac","4mzP5mHkRvGxdhdGdAH7EJ",75,0.627,0.363,8,-8.127,0.0291,0.279,0.0928,0.301,99.905
"vietnam","Harry Styles","pop","Late Night Talking","6KImCVD70vtIoJWnq6nGn3","1qEmFfgcLObUfQm0j1W2CK",93,0.714,0.728,10,-4.595,0.0468,0.298,0.106,0.901,114.996
"vietnam","Taylor Swift","pop","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","06HL4z0CvFAxyc27GXpf02","5enxwA8aAbwZbf5qCHORXi",83,0.631,0.518,0,-8.771,0.0303,0.274,0.088,0.205,93.023
"vietnam","Hale","opm","The Day You Said Goodnight","6Ww3OMFzCaO33ulKh1LBFN","0HZ3OUVrGHxttD2EuHqRm3",70,0.558,0.553,4,-6.669,0.0323,0.492,0.116,0.251,134.263
"vietnam","Ruth B.","alt z","Dandelions","2WzaAvm2bBCf4pEhyuDgCY","2eAvDnpXP5W0cVtiI0PUxV",89,0.609,0.692,1,-2.958,0.0259,0.0157,0.0864,0.454,116.959
"vietnam","SEVENTEEN","pop","HOT","7nqOGRxlXj7N2JYbgNEjYH","6I2tqFhk8tq69iursYxuxd",75,0.765,0.777,5,-4.376,0.0399,0.0539,0.338,0.64,111.944
"vietnam","Charlie Puth","pop","Light Switch","6VuMaDnrHyPL1p4EHjYLi7","3AVXwaOGCEL8cmBecfcsFJ",80,0.69,0.626,6,-5.693,0.306,0.105,0.0881,0.912,184.009
"vietnam","Kate Bush","pop","Running Up That Hill (A Deal With God)","1aSxMhuvixZ8h9dK9jIDwL","75FEaRjZTKLhTrFGsfMUXR",84,0.629,0.547,10,-13.123,0.055,0.72,0.0604,0.197,108.375
"vietnam","The Walters","indie","I Love You So","027TpXKGwdXP7iwbjUSpV8","4SqWKzw0CbA05TGszDgMlc",88,0.575,0.648,10,-4.891,0.0358,0.583,0.115,0.466,75.977
"vietnam","Gatton","gen z singer-songwriter","When Scars Become Art","09wV1iFg4DBtreMGzepTaE","2q3LzfknBzye3xXjgiJBjS",71,0.524,0.114,11,-17.027,0.0507,0.929,0.917,0.314,119.818
"vietnam","Coldplay","permanent wave","My Universe","4gzpq5DPGxSnKTe4SA8HAU","46HNZY1i7O6jwTA7Slo2PI",82,0.573,0.711,1,-6.268,0.0406,0.0114,0.328,0.47,105.006
"vietnam","THEMOONWILLALWAYSBEWITHME","other","<U+0E0B><U+0E39><U+0E25><U+0E39><U+0E1B><U+0E32><U+0E01><U+0E49><U+0E32> <U+0E15><U+0E32><U+0E1B><U+0E32><U+0E40><U+0E2E><U+0E49>","0yVywi4NwefY85n4BxZMaz","3Ry2KPewzbt43hiQPTnDTK",61,0.578,0.569,9,-8.811,0.0786,0.441,0.112,0.734,168.132
"vietnam","Lipta","pop","<U+0E17><U+0E31><U+0E01><U+0E04><U+0E23><U+0E31><U+0E1A>","2DaMrZndfGgM3yd9ivadRC","70DE8f3cq3auql4JMrF0Qg",66,0.838,0.635,1,-5.929,0.0398,0.136,0.0709,0.96,97.051
"vietnam","Troye Sivan","pop","Angel Baby","3WGpXCj9YhhfX11TToZcXP","2m6Ko3CY1qXNNja8AlugNc",82,0.559,0.559,11,-6.425,0.0358,0.0145,0.138,0.338,72.498
"vietnam","Tilly Birds","indie","<U+0E16><U+0E49><U+0E32><U+0E40><U+0E23><U+0E32><U+0E40><U+0E08><U+0E2D><U+0E01><U+0E31><U+0E19><U+0E2D><U+0E35><U+0E01> (Until Then)","4esoPgrgPKbWa6gwU8EGmH","3crZQarcOagdupRZNzRGWe",66,0.481,0.512,3,-6.365,0.026,0.496,0.157,0.314,75.876
"vietnam","D Gerrard","hip hop","<U+0E42><U+0E25><U+0E01><U+0E04><U+0E39><U+0E48><U+0E02><U+0E19><U+0E32><U+0E19>","1k7MP2tMC43vM0b0wg8HHg","3A1tAv6J87HqjFhUZ3LHNi",62,0.492,0.487,9,-7.431,0.0409,0.931,0.459,0.374,131.951
"vietnam","ZENTYARB","pop","<U+0E09><U+0E1A><U+0E31><U+0E1A><U+0E1B><U+0E23><U+0E31><U+0E1A><U+0E1B><U+0E23><U+0E38><U+0E07>","4Wv4SEO2ZQAOBl4yJcjdxi","2MnVrkbwL6ViB7q4NI7oVK",64,0.552,0.694,11,-7.436,0.121,0.2,0.112,0.419,165.951
"vietnam","NONT TANONT","pop","<U+0E42><U+0E15><U+0E4A><U+0E30><U+0E23><U+0E34><U+0E21> (Melt)","6chmC6o0wvACYVGTITw3Pz","1WxjAWMYO1niMIB5ascmvG",59,0.652,0.512,9,-7.511,0.0283,0.355,0.134,0.397,84.019
"vietnam","No One Else","pop","<U+0E41><U+0E04><U+0E48><U+0E21><U+0E35><U+0E40><U+0E18><U+0E2D><U+0E44><U+0E1B><U+0E40><U+0E14><U+0E34><U+0E19><U+0E40><U+0E15><U+0E30><U+0E04><U+0E25><U+0E37><U+0E48><U+0E19><U+0E17><U+0E30><U+0E40><U+0E25><U+0E14><U+0E49><U+0E27><U+0E22><U+0E01><U+0E31><U+0E19>","0UAiHanBWs5vRM1tSPf2RJ","4vLs8BDqK1JtpJdrgrriX6",61,0.711,0.663,7,-6.587,0.041,0.246,0.176,0.533,78.019
"philippines","BOWKYLION","indie","<U+0E1A><U+0E32><U+0E19><U+0E1B><U+0E25><U+0E32><U+0E22> (best wishes)","2SWWw5uB9cO5m7zJQZqwmr","3Js0tYhiLhVXHskoOF0jLh",63,0.584,0.656,6,-6.632,0.0413,0.568,0.0791,0.547,175.718
"philippines","GOT7","pop","NANANA","6nfDaffa50mKtEOwR8g4df","2tEMbypmvYhf84mzVbhxwZ",72,0.706,0.692,5,-4.433,0.0277,0.0768,0.173,0.601,137.006
"philippines","Stamp","pop","<U+0E16><U+0E49><U+0E32><U+0E40><U+0E18><U+0E2D> feat. Violette Wautier","4e3QCzBNkr0t3GGqo86Ofl","2bGK8OZkr2IH4XHFMWS3CZ",64,0.644,0.446,8,-7.629,0.0327,0.812,0.13,0.455,84.976
"philippines","NONT TANONT","pop","<U+0E1E><U+0E34><U+0E07> - <U+0E40><U+0E1E><U+0E25><U+0E07><U+0E1B><U+0E23><U+0E30><U+0E01><U+0E2D><U+0E1A><U+0E25><U+0E30><U+0E04><U+0E23> <U+0E01><U+0E23><U+0E30><U+0E40><U+0E0A><U+0E49><U+0E32><U+0E2A><U+0E35><U+0E14><U+0E32>","6chmC6o0wvACYVGTITw3Pz","6MjLHdROTcaU22k7B6gxR6",64,0.614,0.528,10,-7.693,0.0346,0.393,0.105,0.46,132.075
"philippines","Mirrr","indie","<U+0E40><U+0E08><U+0E49><U+0E32><U+0E02><U+0E2D><U+0E07><U+0E17><U+0E35><U+0E48> (My Favorite)","5zSQoNQ9o2dnT1LPTzDxg7","1rNYuv63emsYt4Jjv8RlgJ",53,0.631,0.822,5,-4.793,0.0269,0.213,0.212,0.879,149.886
"philippines","Patrickananda","other","Lavender","4gjXKx2a7GaIYwSDCBveJx","3BV2YcwoVRxK4dXxyaHpZU",63,0.597,0.456,11,-6.37,0.0299,0.374,0.204,0.472,128.076
"philippines","Harry Styles","pop","As It Was","6KImCVD70vtIoJWnq6nGn3","4Dvkj6JhhA12EX05fT7y2e",91,0.52,0.731,6,-5.338,0.0557,0.342,0.311,0.662,173.93
"philippines","Paper Planes","fake","<U+0E40><U+0E2A><U+0E41><U+0E2A><U+0E23><U+0E49><U+0E07> (Pretend)","52VcFYcq5kJEaRYgy58ouW","3imt8APLtyXVGsLZM362nA",62,0.545,0.87,2,-4.759,0.0411,0.00273,0.491,0.473,159.932
"philippines","No One Else","pop","<U+0E15><U+0E48><U+0E2D><U+0E08><U+0E32><U+0E01><U+0E19><U+0E35><U+0E49><U+0E40><U+0E1E><U+0E25><U+0E07><U+0E23><U+0E31><U+0E01><U+0E17><U+0E38><U+0E01><U+0E40><U+0E1E><U+0E25><U+0E07><U+0E08><U+0E30><U+0E40><U+0E1B><U+0E47><U+0E19><U+0E02><U+0E2D><U+0E07><U+0E40><U+0E18><U+0E2D><U+0E40><U+0E17><U+0E48><U+0E32><U+0E19><U+0E31><U+0E49><U+0E19>","0UAiHanBWs5vRM1tSPf2RJ","315ar0QJiyciYkdVJUGA3w",63,0.502,0.637,9,-6.214,0.0437,0.221,0.212,0.485,169.896
"philippines","Patrickananda","other","<U+0E04><U+0E19><U+0E44><U+0E01><U+0E25>","4gjXKx2a7GaIYwSDCBveJx","63VOJDNJ3a5dve74kzWVcF",62,0.638,0.193,9,-12.366,0.0357,0.779,0.316,0.55,140.118
"philippines","Only Monday","other","<U+0E44><U+0E14><U+0E49><U+0E41><U+0E15><U+0E48><U+0E19><U+0E36><U+0E01><U+0E16><U+0E36><U+0E07>","2zByTMDKM5g76Kbz4huf0A","6SaADaULbCkQ2NZPYD9vaF",62,0.504,0.724,8,-5.612,0.0367,0.025,0.316,0.68,156.034
"philippines","Blackbeans","indie","Wish","3u45DFB1kjVXKwE14FKXCo","1ecud9LC1clhcuhjLIyyMB",61,0.504,0.538,0,-8.745,0.0255,0.128,0.116,0.138,136.006
"philippines","Tattoo Colour","pop","SuperCarCare","5pxvW2nJ0a77b9oX24Unwi","2qKXdSbREFW4Py3i7leW0r",62,0.63,0.776,7,-5.049,0.0651,0.428,0.162,0.944,163.975
"philippines","BOWKYLION","indie","<U+0E17><U+0E23><U+0E32><U+0E1A><U+0E41><U+0E25><U+0E49><U+0E27><U+0E40><U+0E1B><U+0E25><U+0E35><U+0E48><U+0E22><U+0E19> - attention please","2SWWw5uB9cO5m7zJQZqwmr","7MxhdBolnOFvWu4WMURsX5",62,0.714,0.461,5,-8.484,0.0334,0.528,0.379,0.785,91.034
"philippines","MILLI","hip hop","17 <U+0E19><U+0E32><U+0E17><U+0E35>","1eVPKI2R4NlX6P5FIuMXis","1CfKHIQhgKrUMAkj4VwI4J",62,0.948,0.42,11,-8.481,0.16,0.109,0.092,0.695,117.963
"philippines","Praesun","other","<U+0E43><U+0E08><U+0E2B><U+0E32><U+0E22><U+0E2D><U+0E48><U+0E30> <U+0E2A><U+0E07><U+0E2A><U+0E31><U+0E22><U+0E2D><U+0E22><U+0E39><U+0E48><U+0E17><U+0E35><U+0E48><U+0E40><U+0E18><U+0E2D> - AirTag","2Sh3qw7RhefxTOThPiGTb7","1pFNuRW1pWWrDvw3d6HFfR",61,0.714,0.638,6,-4.157,0.0621,0.694,0.365,0.798,98.01
"philippines","ATLAS","other","<U+0E04><U+0E38><U+0E22><U+0E41><U+0E01><U+0E49><U+0E40><U+0E2B><U+0E07><U+0E32> (MR. LONELY)","2ARzYWm034BWgJNk2IZ2N9","2vQjt6vAghkAHa5WObuF2W",58,0.718,0.527,7,-6.97,0.0939,0.468,0.0723,0.771,175.977
"philippines","THE TOYS","pop","<U+0E2D><U+0E32><U+0E2B><U+0E21><U+0E27><U+0E22><U+0E2B><U+0E32><U+0E22> (<U+963F><U+59B9><U+8D70> / Chinese Girl)","5pokGZ1K9Hr6etaKPDxSG8","4rDCI4NQEBQrfTFN5epRYU",60,0.783,0.509,0,-7.154,0.0289,0.313,0.103,0.817,109.979
"philippines","TREASURE","other","DARARI","3KonOYiLsU53m4yT7gNotP","0dcnrLo8s1rhjm8euGjI4n",82,0.716,0.638,0,-6.87,0.0392,0.486,0.0702,0.552,84.955
"philippines","Waii","pop","<U+0E2B><U+0E32><U+0E01><U+0E40><U+0E18><U+0E2D><U+0E40><U+0E04><U+0E22><U+0E23><U+0E31><U+0E01><U+0E43><U+0E04><U+0E23> (IF YOU LOVE)","2RMcYn32IFfN1FQdpUArrC","08OtCoRVu0sHp8dmCddtvg",61,0.663,0.557,2,-9.04,0.0725,0.187,0.0871,0.386,97.939
"philippines","Tattoo Colour","pop","<U+0E43><U+0E08><U+0E40><U+0E01><U+0E40><U+0E23>","5pxvW2nJ0a77b9oX24Unwi","0rDzLlocH57yvez6q3fSWK",44,0.547,0.827,10,-5.276,0.0295,0.302,0.893,0.635,100.049
"philippines","Dept","indie","<U+0E25><U+0E32> <U+0E25><U+0E32> <U+0E25><U+0E32>","1zVBNAJivxfj3HygJZOSw3","27OEf7iSIOJ14txp16xweP",60,0.394,0.719,9,-6.071,0.0259,0.00998,0.0528,0.24,178.005
"philippines","Tilly Birds","indie","<U+0E40><U+0E1E><U+0E37><U+0E48><U+0E2D><U+0E19><U+0E40><U+0E25><U+0E48><U+0E19> <U+0E44><U+0E21><U+0E48><U+0E40><U+0E25><U+0E48><U+0E19><U+0E40><U+0E1E><U+0E37><U+0E48><U+0E2D><U+0E19> (Just Being Friendly)","4esoPgrgPKbWa6gwU8EGmH","3YN1Qgpgt5xVurl2mUFA4y",56,0.793,0.576,5,-4.613,0.0477,0.496,0.466,0.674,109.952
"philippines","Kate Bush","pop","Running Up That Hill (A Deal With God)","1aSxMhuvixZ8h9dK9jIDwL","75FEaRjZTKLhTrFGsfMUXR",84,0.629,0.547,10,-13.123,0.055,0.72,0.0604,0.197,108.375
